mal_id,title,title_english,title_japanese,title_synonyms,mal_url,image_url,type,source,episodes,status,airing,aired_from,aired_to,aired_string,duration,content_rating,score,scored_by,rank,popularity,members,favorites,season,year,broadcast_day,broadcast_time,studios,producers,licensors,genres,themes,demographics,opening_themes,ending_themes,synopsis,background,approved,trailer_url
27821,Fate/stay night: Unlimited Blade Works Prologue,Fate/stay night [Unlimited Blade Works] - Prologue,Fate/stay night [Unlimited Blade Works] プロローグ,Fate/stay night (2014) Episode 00,https://myanimelist.net/anime/27821/Fate_stay_night__Unlimited_Blade_Works_Prologue,https://cdn.myanimelist.net/images/anime/9/67425.jpg,TV Special,Visual novel,1.0,Finished Airing,False,2014-10-05,,"Oct 5, 2014",51 min,PG-13 - Teens 13 or older,8.03,215040.0,689.0,789,349944,469,,,,,ufotable,Aniplex|Notes,Aniplex of America,Action|Fantasy,Urban Fantasy,,,,"In Fuyuki City, a long-lived ritual involving battles between seven magi and their servants is taking place. This ritual is known as the Holy Grail War and it promises to grant the victor any wish. With the war now entering its fifth iteration, the stage is set for Rin Toosaka to succeed her father's legacy.  Rin wishes to summon Saber, said to be the most powerful class. But when she miscalculates and summons Archer instead, how will she fare in the battles that lie ahead of her?  [Written by MAL Rewrite]",,True,
27829,Heavy Object,Heavy Object,ヘヴィーオブジェクト,,https://myanimelist.net/anime/27829/Heavy_Object,https://cdn.myanimelist.net/images/anime/13/75940.jpg,TV,Light novel,24.0,Finished Airing,False,2015-10-03,2016-03-26,"Oct 3, 2015 to Mar 26, 2016",23 min per ep,PG-13 - Teens 13 or older,7.24,62975.0,3423.0,1672,162815,469,fall,2015.0,Saturdays,00:30,J.C.Staff|SANZIGEN,Movic|Magic Capsule|Warner Bros. Japan|KlockWorx|ASCII Media Works|Showgate|GREE,Funimation,Sci-Fi,Mecha|Military,,,,"In the distant future, the nature of war has changed. ""Objects""—massive, spherical tanks impermeable to standard weaponry and armed with destructive firepower—rule the battlefield; their very deployment ensures victory, rendering traditional armies useless. However, this new method of warfare is about to be turned on its head.  Qwenthur Barbotage, a student studying Object Design, and Havia Winchell, a radar analyst of noble birth, serve in the Legitimate Kingdom's 37th Mobile Maintenance Battalion, tasked with supporting the Baby Magnum, one of the nation's Objects. Unfortunately, a battle gone awry places the duo in a precarious situation: mere infantry stand face-to-face against the unfathomable might of an enemy Object. As they scramble to save themselves and their fellow soldiers, a glimmer of hope shines through, and the world's perception of Objects is changed forever.  Heavy Object follows these two soldiers alongside Milinda Brantini, the Baby Magnum's pilot, and their commanding officer Frolaytia Capistrano as the unit treks all over the globe to fight battle after battle. Facing one impossible situation after another, they must summon all their wit and courage to overcome the insurmountable foes that are Objects.  [Written by MAL Rewrite]",Several characters from Heavy Object are slated to appear in the sequel to the arcade fighting game Dengeki Bunko Fighting Climax.,True,
27831,Durarara!!x2 Ten,Durarara!! x2 Ten,デュラララ!!×２ 転,Durarara!!x2 Ten,https://myanimelist.net/anime/27831/Durararax2_Ten,https://cdn.myanimelist.net/images/anime/8/74981.jpg,TV,Light novel,12.0,Finished Airing,False,2015-07-04,2015-09-26,"Jul 4, 2015 to Sep 26, 2015",24 min per ep,R - 17+ (violence & profanity),7.96,213573.0,794.0,642,421353,772,summer,2015.0,Saturdays,23:30,Shuka,Aniplex,Aniplex of America,Action|Mystery|Supernatural,,,,,"In Ikebukuro, the lives of its citizens continue intertwining with each other as if their fates are predestined. Mikado Ryuugamine is now one step closer to his goal of living an exciting life, and in turn, delves deeper into the darker side of Ikebukuro. After gaining absolute control over a former rival, he uses his newfound power as he pleases, purging the Dollars from the inside to mold it into the ideal organization. This proves to be as challenging as it sounds as Mikado must now deal with unwanted outside interference, most notably a re-emerging and dearly missed friend. Meanwhile, Izaya Orihara still has some schemes up his sleeve, although a rival information exchange center has proven to be quite the hindrance, lurking within everyone's favorite downtown district. Undoubtedly, sooner or later, chaos will strike again.  [Written by MAL Rewrite]",,True,
27833,Durarara!!x2 Ketsu,Durarara!! x2 Ketsu,デュラララ!!×2 結,Durarara!!x2 Ketsu,https://myanimelist.net/anime/27833/Durararax2_Ketsu,https://cdn.myanimelist.net/images/anime/6/77838.jpg,TV,Light novel,12.0,Finished Airing,False,2016-01-09,2016-03-26,"Jan 9, 2016 to Mar 26, 2016",24 min per ep,R - 17+ (violence & profanity),8.05,197086.0,650.0,675,403140,1092,winter,2016.0,Saturdays,23:30,Shuka,Aniplex,Aniplex of America,Action|Mystery|Supernatural,,,,,"As Mikado Ryuugamine continues to purge the Dollars from within in accordance with his warped sense of justice, Masaomi Kida hopes to bring his friend back to his senses by bringing the Yellow Scarves together once more. Little do they know that a far more dominant force is about to enter their struggle for power, one that their friend Anri Sonohara is all too familiar with.  Meanwhile, the group that has gathered at Shinra Kishitani's apartment realizes that they are on the brink of something life-changing, an event that will throw Ikebukuro into a spiral of confusion. Their anxiety is realized when reports of Celty's head being found in public start to appear all over the news as Kasane Kujiragi begins to make her move.  Gone are the brief periods of tranquility as the current turmoil sets the stage for one final performance in this thrilling conclusion to the story of Ikebukuro's finest.  [Written by MAL Rewrite]",,True,
27891,Sword Art Online II: Debriefing,Sword Art Online II: Debriefing,ソードアート・オンライン II,Sword Art Online II Episode 14.5|Sword Art Online II Recap|SAO 2 Recap,https://myanimelist.net/anime/27891/Sword_Art_Online_II__Debriefing,https://cdn.myanimelist.net/images/anime/10/67587.jpg,TV Special,Light novel,1.0,Finished Airing,False,2014-10-11,,"Oct 11, 2014",24 min,PG-13 - Teens 13 or older,6.72,71907.0,6331.0,1863,141693,318,,,,,A-1 Pictures,Aniplex|Genco,,Action|Adventure|Fantasy,Video Game,,,,"Recap episode of the Phantom Bullet arc, also known as Episode 14.5.",,True,
27899,Tokyo Ghoul √A,Tokyo Ghoul √A,東京喰種√A,Tokyo Ghoul Root A|Tokyo Ghoul 2nd Season|Tokyo Ghoul Second Season,https://myanimelist.net/anime/27899/Tokyo_Ghoul_√A,https://cdn.myanimelist.net/images/anime/1889/123307.jpg,TV,Manga,12.0,Finished Airing,False,2015-01-09,2015-03-27,"Jan 9, 2015 to Mar 27, 2015",24 min per ep,R - 17+ (violence & profanity),7.03,1273519.0,4627.0,55,1902134,10819,winter,2015.0,Fridays,00:00,Studio Pierrot,Marvelous AQL|Shueisha,Funimation,Action|Fantasy|Horror|Suspense,Gore|Psychological|Urban Fantasy,Seinen,,,"Ken Kaneki has finally come to accept the monstrous, flesh-craving part of himself that he has feared and despised for so long. After escaping captivity and torture, Kaneki joins Aogiri Tree—the very militant ghoul organization that had abducted him, leading his friends to question his true motive and loyalty.  As tension between the government and the ghouls continues to rise, the Commission of Counter Ghoul, the government's specialized anti-ghoul agency, has intensified their efforts to completely purge Tokyo of ghouls. This threatens the transient peace of Kaneki's friends and former comrades—the ghouls at the Anteiku coffee shop. Aware of the dangerous situation, Kaneki faces several battles that puts his precious fleeting humanity on the line.  [Written by MAL Rewrite]","Both the Tokyo Ghoul manga and Tokyo Ghoul √A anime concluded with the same last arc, but how the anime arrived at that ending diverged greatly from the source material. Besides changing the ending fight scene and the main major plot of the manga, which was the focus of many chapters in the manga, Tokyo Ghoul √A also features a watered-down and greatly changed version of the source manga's final arc. Episode 1 was previewed at a screening at TOHO Cinemas, Nihonbashi on January 4, 2015. Regular broadcasting began on January 9, 2015.",True,
27947,Lupin III (2015),Lupin the Third Part 4,ルパン三世,Lupin III: Part IV|Lupin III: L'avventura italiana|Lupin Sansei (2015)|Lupin III (2015),https://myanimelist.net/anime/27947/Lupin_III_2015,https://cdn.myanimelist.net/images/anime/9/75949.jpg,TV,Manga,24.0,Finished Airing,False,2015-10-02,2016-03-18,"Oct 2, 2015 to Mar 18, 2016",22 min per ep,PG-13 - Teens 13 or older,7.9,24541.0,917.0,2806,78076,481,fall,2015.0,Fridays,01:29,Telecom Animation Film,TMS Entertainment|TMS Music,Discotek Media,Action|Adventure|Comedy|Mystery,Adult Cast,Seinen,,,"Lupin is the main character in this series which takes place in Italy and San Marino.  Reflecting its setting, the anime debuted in Italy before it aired in Japan. Lupin III fans will note that the titular thief now dons a blue coat, following his earlier appearances in green (first series and some OVAs), red (the second series as well as most films and television specials) and pink (third series).  (Source: Crunchyroll)","Lupin III (2015) first aired in Italy in August of 2015, more than a month before airing in Japan.",True,
27957,Steins;Gate: Soumei Eichi no Cognitive Computing,Steins;Gate: The Sagacious Wisdom of Cognitive Computing,Steins;Gate 聡明叡智のコグニティブ・コンピューティング,,https://myanimelist.net/anime/27957/Steins_Gate__Soumei_Eichi_no_Cognitive_Computing,https://cdn.myanimelist.net/images/anime/10/71319.jpg,ONA,Visual novel,4.0,Finished Airing,False,2014-10-15,2014-11-12,"Oct 15, 2014 to Nov 12, 2014",3 min per ep,PG-13 - Teens 13 or older,7.44,64441.0,2410.0,2119,120180,176,,,,,White Fox,,,Comedy|Sci-Fi,,,,,"Mayuri Shiina brings a cognitive computing system—with a large pink Oopa toy serving as its terminal—to the Future Gadget Lab, insisting that it will help her and Kurisu Makise prepare fried chicken for the group, much to the dismay of Rintarou Okabe and Itaru ""Daru"" Hashida. Despite not having the proper ingredients, the Oopa cognitive computer assists Mayuri and Kurisu in perfecting a dish that the other lab members will enjoy.  In the following episodes, the cognitive computer continues to aid Okabe and his friends in their day-to-day lives. From helping Okabe and Kurisu to reconcile after an argument, to collecting input from the lab members to suggest improvements for the Lab; Okabe may not realize it yet, but his lab has gained a valuable asset!  [Written by MAL Rewrite]","Steins;Gate: Soumei Eichi no Cognitive Computing, or Steins;Gate: The Sagacious Wisdom of Cognitive Computing in English, consists of four short episodes. The shorts were streamed on IBM Japan’s website and official YouTube channel. The Cognitive Computing project is the result of a collaboration between Steins;Gate creator Chiyomaru Shikura of 5pb. Inc. and IBM Japan representatives. The series of shorts serve to promote IBM’s research in cognitive computing, or artificial intelligence.",True,
27969,Hana to Alice: Satsujin Jiken,The Case of Hana & Alice,花とアリス 殺人事件,Hana & Alice: The Murder Case,https://myanimelist.net/anime/27969/Hana_to_Alice__Satsujin_Jiken,https://cdn.myanimelist.net/images/anime/12/71197.jpg,Movie,Original,1.0,Finished Airing,False,2015-02-20,,"Feb 20, 2015",1 hr 38 min,PG-13 - Teens 13 or older,7.25,15075.0,3359.0,3571,50981,265,,,,,Steve N' Steven|Rockwell Eyes,Pony Canyon|Nippon Television Network|Shogakukan,GKIDS,Award Winning|Drama|Mystery,,,,,"After transferring to Ishinomori Middle School, Tetsuko ""Alice"" Arisugawa overhears her classmates discussing a strange rumor. The previous occupant of her seat, a nondescript ""Judas,"" is missing and presumed murdered—poisoned by one of his four wives. Amidst dealing with her mother's undesired meddling in her affairs and warding off her classmates' bullying, the troubled Alice starts to investigate the mystery surrounding Judas' disappearance.  The trail of clues leads her to the house of her next-door neighbor, the quirky and reclusive Hana Arai. After an awkward introduction, Hana agrees to help Alice and formulates a plan that may lead them to the answers they seek. The two girls embark on a journey to uncover what happened to Judas, and perhaps a friendship may start to blossom between the two along the way.  [Written by MAL Rewrite]",Winner of the Excellence Award at the 19th Japan Media Arts Festival.,True,
27989,Hibike! Euphonium,Sound! Euphonium,響け！ユーフォニアム,,https://myanimelist.net/anime/27989/Hibike_Euphonium,https://cdn.myanimelist.net/images/anime/1517/142072.jpg,TV,Novel,13.0,Finished Airing,False,2015-04-08,2015-07-01,"Apr 8, 2015 to Jul 1, 2015",23 min per ep,PG-13 - Teens 13 or older,8.03,212555.0,690.0,505,512229,8260,spring,2015.0,Wednesdays,00:30,Kyoto Animation,Lantis|Pony Canyon|Rakuonsha,Ponycan USA|Crunchyroll,Drama,Music|Performing Arts|School,,,,"Now that Kumiko Oumae has enrolled in Kitauji High School, she hopes to forget about her past. Despite her desire for a fresh start, she gets dragged into the school's band club by her new friends—Sapphire Kawashima and Hazuki Katou—and is once again stuck playing the euphonium.   As the band currently stands, they won't be able to participate in the local festival, Sunfest, let alone compete at a national level. The band's new advisor, Noboru Taki, gives them a choice: they can relax and have fun, or practice hard and attempt to get into nationals. Not wanting to repeat her mistakes from middle school, Kumiko is doubtful as to whether they should try for nationals. Amidst the chaos, she learns that her old bandmate, Reina Kousaka (who she had a bitter relationship with) has joined Kitauji's band club. Under the pressure of Noboru's strict training, Kumiko and her bandmates must learn to overcome their struggles and find success together.  [Written by MAL Rewrite]",,True,
27991,K: Return of Kings,K: Return of Kings,K RETURN OF KINGS,K-Project Sequel|K 2nd Season,https://myanimelist.net/anime/27991/K__Return_of_Kings,https://cdn.myanimelist.net/images/anime/6/76198.jpg,TV,Original,13.0,Finished Airing,False,2015-10-03,2015-12-26,"Oct 3, 2015 to Dec 26, 2015",24 min per ep,PG-13 - Teens 13 or older,7.54,164604.0,1982.0,788,350177,1270,fall,2015.0,Saturdays,01:55,GoHands,Starchild Records|Mainichi Broadcasting System|Studio Tulip|Glovision,VIZ Media,Action,Super Power,,,,"Tensions are running high among the clans as the Green King begins making moves that threaten to drive the world into pandemonium. Following the death of the Gold King, the safety of the Dresden Slate, the source of power of the Kings, is under threat. Nagare Hisui, the sly and mysterious leader of the Green Clan Jungle, is determined to procure the powerful Slate by any means possible.  Standing directly in his way is Sceptre 4, the Blue Clan, headed by their unyielding King, Reishi Munakata. However, the grim sight of his crumbling Sword of Damocles leaves the stability of his clan and all of Japan in jeopardy. Meanwhile, still recovering from their tragic losses, Anna Kushina and her aggressive clan HOMRA find themselves caught up in the Green King's games. Amidst the chaos, Kurou Yatogami and Neko are left vulnerable while their beloved friend, Yashiro Isana, the Silver King, remains missing.    As the remaining clans struggle against the Green King's formidable forces, one final king appears.  [Written by MAL Rewrite]",,True,
28013,Macross Δ,Macross Delta,マクロスΔ（デルタ）,,https://myanimelist.net/anime/28013/Macross_Δ,https://cdn.myanimelist.net/images/anime/5/79376.jpg,TV,Original,26.0,Finished Airing,False,2016-04-03,2016-09-25,"Apr 3, 2016 to Sep 25, 2016",23 min per ep,PG-13 - Teens 13 or older,7.3,28870.0,3078.0,2687,83986,560,spring,2016.0,Sundays,22:30,Satelight,Bandai Visual|Big West|flying DOG|Techno Sound,Nozomi Entertainment,Romance|Sci-Fi,Mecha|Military|Music|Space,,,,"Eight years after the events of Macross F, a mysterious phenomenon known as the Var Syndrome is gradually consuming the galaxy. It's up to a new generation of highly capable Valkyrie pilots to deal with this universal menace. And if they didn't have enough on their plate already, the Aerial Knights Valkyrie fighter team from the Kingdom of Wind have come to challenge the Delta Squadron.",,True,
28025,Tsukimonogatari,Tsukimonogatari,憑物語,Tsukimonogatari: Yotsugi Doll|Monogatari Final Season,https://myanimelist.net/anime/28025/Tsukimonogatari,https://cdn.myanimelist.net/images/anime/6/68259.jpg,TV Special,Light novel,4.0,Finished Airing,False,2014-12-31,,"Dec 31, 2014",26 min per ep,R - 17+ (violence & profanity),8.08,252583.0,619.0,601,445096,954,,,,,Shaft,Aniplex,Aniplex of America,Comedy|Mystery|Supernatural|Ecchi,Vampire,,,,"Koyomi Araragi is studying hard in preparation for his college entrance exams when he begins to notice something very strange: his reflection no longer appears in a mirror, a characteristic of a true vampire. Worried about the state of his body, he enlists the help of the human-like doll Yotsugi Ononoki and her master Yozuru Kagenui, an immortal oddity specialist.  Quickly realizing what is wrong with him, Kagenui gives Araragi two choices: either abstain from using the vampiric abilities he received from Shinobu Oshino, or lose his humanity forever.  [Written by MAL Rewrite]",Tsukimonogatari adapts the first volume of NisiOisiN's Monogatari Series: Final Season.,True,
28063,Sword Art Online II: Sword Art Offline II,Sword Art Offline II,そーどあーと・おふらいん つー,SAO 2 Specials|SAO II Specials,https://myanimelist.net/anime/28063/Sword_Art_Online_II__Sword_Art_Offline_II,https://cdn.myanimelist.net/images/anime/3/68219.jpg,Special,Light novel,9.0,Finished Airing,False,2014-10-22,2015-06-24,"Oct 22, 2014 to Jun 24, 2015",13 min per ep,PG-13 - Teens 13 or older,6.62,27158.0,7000.0,3055,67484,167,,,,,I was a Ballerina,Aniplex,Aniplex of America,Comedy,,,,,BD/DVD specials.,,True,
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Is It Wrong to Try to Pick Up Girls in a Dungeon?,ダンジョンに出会いを求めるのは間違っているだろうか,DanMachi|Is It Wrong That I Want to Meet You in a Dungeon,https://myanimelist.net/anime/28121/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka,https://cdn.myanimelist.net/images/anime/1172/148981.jpg,TV,Light novel,13.0,Finished Airing,False,2015-04-04,2015-06-27,"Apr 4, 2015 to Jun 27, 2015",23 min per ep,PG-13 - Teens 13 or older,7.52,1017119.0,2054.0,77,1656461,12763,spring,2015.0,Saturdays,01:05,J.C.Staff,Genco|Movic|Warner Bros. Japan|KlockWorx|SoftBank Creative|Showgate|MAGES.|FuRyu,Sentai Filmworks,Action|Adventure|Fantasy,,,,,"Life in the bustling city of Orario is never dull, especially for Bell Cranel, a naive young man who hopes to become the greatest adventurer in the land. After a chance encounter with the lonely goddess, Hestia, his dreams become a little closer to reality. With her support, Bell embarks on a fantastic quest as he ventures deep within the city's monster-filled catacombs, known only as the ""Dungeon."" Death lurks around every corner in the cavernous depths of this terrifying labyrinth, and a mysterious power moves amidst the shadows.  Even on the surface, survival is a hard-earned privilege. Indeed, nothing is ever certain in a world where gods and humans live and work together, especially when they often struggle to get along. One thing is for sure, though: a myriad of blunders, triumphs and friendships awaits the dauntlessly optimistic protagonist of this herculean tale.  [Written by MAL Rewrite]",The series adapts the first 5 novels of Fujino Omori's light novel series of the same title.,True,
28171,Shokugeki no Souma,Food Wars! Shokugeki no Soma,食戟のソーマ,Shokugeki no Soma|Food Wars: Shokugeki no Soma,https://myanimelist.net/anime/28171/Shokugeki_no_Souma,https://cdn.myanimelist.net/images/anime/1444/148976.jpg,TV,Manga,24.0,Finished Airing,False,2015-04-04,2015-09-26,"Apr 4, 2015 to Sep 26, 2015",25 min per ep,PG-13 - Teens 13 or older,8.11,1057475.0,579.0,71,1751000,23741,spring,2015.0,Saturdays,02:25,J.C.Staff,Dentsu|Frontier Works|Mainichi Broadcasting System|Magic Capsule|Warner Bros. Japan|KlockWorx|Showgate|Shueisha|I Will,Sentai Filmworks,Gourmet|Ecchi,School,Shounen,,,"Souma Yukihira has been cooking alongside his father Jouichirou for as long as he can remember. As a sous chef at his father's restaurant, he has spent years developing his culinary expertise and inventing new dishes to amaze their customers. He aspires to exceed his father's skill and take over the restaurant one day, but he is shocked to learn that Jouichirou is closing up the shop to take a job in New York.  Rather than tagging along with his father, Souma finds himself enrolling at the prestigious Tootsuki Culinary Academy, where only 10 percent of its students end up graduating. The school is famous for its ""Shokugeki""—intense cooking competitions between students often used to settle debates and arguments. Jouichirou tells Souma that, to surpass him, he must survive the next three years at Tootsuki and graduate there.  The academy's brutal curriculum and fiercely competitive student body await the young chef, who must learn to navigate the treacherous environment if he wants to stand a chance at realizing his dreams. But is skill alone enough to let him rise to the top?  [Written by MAL Rewrite]","Shokugeki no Souma was released on Blu-ray and DVD as Food Wars! Shokugeki no Souma by Sentai Filmworks on August 15, 2017.",True,
28211,Harmony,Harmony,ハーモニー,Project Itoh,https://myanimelist.net/anime/28211/Harmony,https://cdn.myanimelist.net/images/anime/2/76993.jpg,Movie,Novel,1.0,Finished Airing,False,2015-11-13,,"Nov 13, 2015",1 hr 59 min,R+ - Mild Nudity,6.87,20207.0,5403.0,3139,64589,285,,,,,Studio 4°C,Aniplex|Dentsu|Fuji TV|TOHO|Sony Music Entertainment|Fujipacific Music|Kyoraku Industrial Holdings|Kansai TV|Beyond C.,Funimation,Sci-Fi,Adult Cast|Psychological,,,,"In 2019, following an uprising in the USA and a subsequent global nuclear war, humanity was decimated by a catastrophe called ""The Maelström."" A half-century after this cataclysmic event—to preserve humankind—the World Health Organization (WHO) has progressively assimilated worldwide political power and completely redefined society: people are now considered public resources and are guaranteed a happier life. The heightened development of medicine, nanomachine technology, and augmented reality promote this greater devotion to human health.  Suffocated by the excessive kindness of Japanese society, high school student Miach Mihie decides to oppose the societal values she considers dehumanizing before the health implant surveillance system WatchMe activates itself the day she turns 18. Miach plans to kill herself with two of her friends, Tuan Kirie and Cian Reikadou. However, Cian betrays the pact in disagreement with Miach's intentions, allowing Tuan to survive her suicide attempt, unlike Miach, who is declared dead.  Thirteen years later, now a high-ranking inspector of Helix—an organization affiliated with WHO to monitor military conflicts—Tuan is sent back to Japan after her drug smuggling activities in the Niger warzone are discovered by senior Helix inspector Oscar Stauffenberg. On her first day back to the country she tried running away from, thousands of people simultaneously commit suicide. Tuan is now in charge of investigating this wave of mass suicide and exposing the terrorist organization behind the unprecedented attack.  [Written by MAL Rewrite]","Harmony won the Platinum Grand Prize at the 2016 Future Film Festival held in Italy. The film has been dubbed in English, French, German, Italian, and Russian. It was released on Blu-ray and DVD by Funimation on September 6, 2016 in North America and by Anime Limited on November 7. 2016 in the UK.",True,
28221,Etotama,Etotama,えとたま（干支魂）,Eto Tamashii,https://myanimelist.net/anime/28221/Etotama,https://cdn.myanimelist.net/images/anime/7/73586.jpg,TV,Original,12.0,Finished Airing,False,2015-04-09,2015-06-25,"Apr 9, 2015 to Jun 25, 2015",24 min per ep,PG-13 - Teens 13 or older,6.79,29062.0,5869.0,2707,83223,141,spring,2015.0,Thursdays,23:00,Shirogumi|Encourage Films,Pony Canyon|Tablier Communications,Ponycan USA,Action|Comedy|Fantasy,Gag Humor,,,,"Every 60 years, the heavens conduct a sacred ritual called ETM12. This custom involves selecting worthy Eto-musume—celestial beings representing different animals—to become one of the members of the Chinese zodiac, or Eto-shin. However, since the first ETM12 two thousand years ago, the original batch of Eto-shin reigns with no one being able to replace them.  Nyaa-tan is a cat Eto-musume who aspires to become a member of the zodiac in the ongoing ETM12. Fulfilling her ambition requires her to secure 12 seals, one for each Eto-shin. To that end, she must win various types of battles using Sol/Lull—divine energy created by people's positive emotions. This task is not easy however, as her powers as an Eto-musume are far below the abilities of a single Eto-shin. As such, she needs a constant source of energy.  But in a chance encounter, Nyaa-tan meets Takeru Amato, a man who has just transferred to the apartment where she is secretly staying. To Nyaa-tan's delight, Takeru discovers that he gives out high quality Sol/Lull—something that sets him apart from most people. With this, the story of Takeru and Nyaa-tan begins. As Takeru supports Nyaa-tan in her dreams, he meets the Eto-shin and begins to uncover a mysterious past.  [Written by MAL Rewrite]",,True,
28223,Death Parade,Death Parade,デス・パレード,,https://myanimelist.net/anime/28223/Death_Parade,https://cdn.myanimelist.net/images/anime/5/71553.jpg,TV,Original,12.0,Finished Airing,False,2015-01-10,2015-03-28,"Jan 10, 2015 to Mar 28, 2015",23 min per ep,R - 17+ (violence & profanity),8.13,1084584.0,531.0,52,1921779,29669,winter,2015.0,Saturdays,01:58,Madhouse,VAP|DAX Production|Nippon Television Network,Funimation,Drama|Fantasy|Suspense,Adult Cast|High Stakes Game|Psychological,,,,"After death, either Heaven or Hell awaits most humans. But for a select few, death brings them to Quindecim—a bar where only pairs of people who die at the same time can enter. Attending the bar is an enigmatic figure known as Decim, who also acts as the arbiter. He passes judgment on those who wind up at Quindecim by challenging them to a life-threatening game. These games determine if the patron's soul will reincarnate into a new life, or be sent into the void, never to be seen again.  From darts and bowling to fighting games, the true nature of each patron slowly comes to light as they wager their souls. Though his methods remain unchanged, the sudden appearance of a black-haired amnesiac causes Decim to reevaluate his own rulings.  [Written by MAL Rewrite]","Death Parade spawned from the short film Death Billiards, which was part of the Young Animator Training Project's Anime Mirai 2013.",True,
28249,Arslan Senki (TV),The Heroic Legend of Arslan,アルスラーン戦記,,https://myanimelist.net/anime/28249/Arslan_Senki_TV,https://cdn.myanimelist.net/images/anime/1168/148973.jpg,TV,Manga,25.0,Finished Airing,False,2015-04-05,2015-09-27,"Apr 5, 2015 to Sep 27, 2015",24 min per ep,R - 17+ (violence & profanity),7.65,174855.0,1556.0,680,398454,1778,spring,2015.0,Sundays,17:00,SANZIGEN|LIDENFILMS,Dentsu|Mainichi Broadcasting System|Kodansha|Magic Capsule|Ultra Super Pictures|Graphinica|NBCUniversal Entertainment Japan,Funimation,Action|Adventure|Drama|Fantasy,Historical|Military,Shounen,,,"The year is 320. Under the rule of the belligerent King Andragoras III, the Kingdom of Pars is at war with the neighboring empire, Lusitania. Though different from his father in many aspects, Arslan, the young prince, sets out to prove his valor on the battlefield for the very first time. However, when the king is betrayed by one of his most trusted officials, the Parsian army is decimated and the capital city of Ecbatana is sieged. With the army in shambles and the Lusitanians out for his head, Arslan is forced to go on the run. With a respected general by his side, Daryun, Arslan soon sets off on a journey in search of allies that will help him take back his home.  However, the enemies that the prince faces are far from limited to just those occupying his kingdom. Armies of other kingdoms stand ready to conquer Ecbatana. Moreover, the mastermind behind Lusitania's victory, an enigmatic man hiding behind a silver mask, poses a dangerous threat to Arslan and his company as he possesses a secret that could jeopardize Arslan's right to succession.  With the odds stacked against him, Arslan must find the strength and courage to overcome these obstacles, and allies who will help him fight in the journey that will help prepare him for the day he becomes king.  [Written by MAL Rewrite]",,True,
28285,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,Trinity Seven OVA,トリニティセブン 七つの大罪と七魔道士,Trinity Seven (2015)|Trinity Seven: The Seven Deadly Sins and The Seven Mages,https://myanimelist.net/anime/28285/Trinity_Seven__Nanatsu_no_Taizai_to_Nana_Madoushi,https://cdn.myanimelist.net/images/anime/3/74066.jpg,OVA,Manga,1.0,Finished Airing,False,2015-03-25,,"Mar 25, 2015",26 min,PG-13 - Teens 13 or older,7.32,78171.0,2990.0,1794,149126,139,,,,,Seven Arcs Pictures,Avex Pictures,,Action|Comedy|Fantasy|Romance|Ecchi,Harem|School,Shounen,,,Arata is set to be expelled! The only way to save himself is to be taught more about the magic archives from the Trinity Seven themselves.,Bundled with the limited edition version of the 11th compiled volume of the manga.,True,
28297,Ore Monogatari!!,My Love Story!!,俺物語!!,Ore Monogatari!!|My Story!!,https://myanimelist.net/anime/28297/Ore_Monogatari,https://cdn.myanimelist.net/images/anime/13/69455.jpg,TV,Manga,24.0,Finished Airing,False,2015-04-09,2015-09-24,"Apr 9, 2015 to Sep 24, 2015",22 min per ep,PG-13 - Teens 13 or older,7.89,351020.0,943.0,316,736649,5421,spring,2015.0,Thursdays,01:29,Madhouse,VAP|Nippon Television Network|Shueisha,Sentai Filmworks,Comedy|Romance,,Shoujo,,,"With his muscular build and tall stature, Takeo Gouda is no ordinary high school freshman. However, behind Takeo's intimidating appearance lies a pure heart of gold, and he is considered a hero by his male peers for his courage and chivalry.   Unfortunately for Takeo, his appearance does not bode well for his love life. As if his looks were not already enough to scare the opposite sex away, Takeo's cool, handsome best friend and constant companion Makoto Sunakawa easily, and unintentionally, steals the hearts of the female students—including every girl Takeo has ever liked.  One day, when Takeo saves cute Rinko Yamato from being molested, he falls in love with her instantly. Unfortunately, he suspects that she might be interested in Sunakawa. Despite his romantic feelings for Yamato continuing to bloom, Takeo decides to act as her cupid, even as he yearns for his own love story.  [Written by MAL Rewrite]",,True,
